mean,standard_deviation,skewness,kurtosis,zero_crossing_rate,mfccs,rms,sound
7.681368515477516e-06,0.004497537389397621,-0.4263307840977856,94.4716212279058,0.11160260007549347,-31.242090225219727,0.0034069353714585304,good
7.25939526091679e-06,0.14906929433345795,-0.30437573729123174,2.8019264088905045,0.028914931984947125,-24.431642532348633,0.09938466548919678,polluted
-0.00023489113664254546,0.019690390676259995,-0.2519415283446901,8.281489331961152,0.4033466067605268,-14.513433456420898,0.016982994973659515,good
-1.2477873667648964e-07,0.0070526693016290665,0.03380806496569037,8.205502678840158,0.1081088414177847,-25.41706657409668,0.005413641221821308,polluted
1.514070788743993e-07,0.0570652149617672,-0.0023763269929689694,42.580874111512784,0.30661296669212784,-15.614310264587402,0.0410938635468483,good
-8.350950224667031e-07,0.04173337295651436,-0.42331172115379423,7.08935017284881,0.11452027885426341,-27.41140365600586,0.02651761844754219,polluted
5.316413620448657e-08,0.08911678194999695,0.07085731774768046,9.460426422450135,0.2334569551384627,-40.2449951171875,0.05848995968699455,good
8.021287794690579e-05,0.05654197931289673,-0.0781916341022678,3.5424930902110727,0.07965340759903408,-14.76335334777832,0.04031188786029816,polluted
-1.8173386706621386e-05,0.1745949238538742,-0.0001961084076559484,1.374231415493946,0.0723270565627006,3.637814521789551,0.1570991426706314,good
-2.338865215278929e-06,0.08252455294132233,0.4109025977596326,8.14353964094483,0.05694391453643648,-6.786977291107178,0.061473116278648376,polluted
-0.0005953931249678135,0.04216116666793823,0.01381477335821441,2.057478865964761,0.3347923426225661,-6.998887538909912,0.04196248948574066,good
7.440233457600698e-05,0.0922214686870575,0.19834144259375563,8.413534311388993,0.23310279667422523,-5.289638996124268,0.0855213925242424,polluted
1.735034516059386e-07,0.02220745012164116,0.012576759209611758,6.985029680523864,0.1106599248471835,-27.015819549560547,0.016281353309750557,good
-0.00010660847328836098,0.03071834333240986,0.07435435394828913,1.130325113427384,0.05538258216879921,-13.367173194885254,0.028940808027982712,polluted
-2.907851194322575e-05,0.07028917223215103,0.1241467286267123,22.423990554145785,0.18711766765835144,-20.707910537719727,0.042325105518102646,good
5.328285624273121e-06,0.2523112893104553,0.02471792899648078,0.2469131593834124,0.11392471487254331,-12.883634567260742,0.24644233286380768,polluted
1.1740026820916682e-05,0.07923461496829987,-0.0020736172425801958,1.7242350040512138,0.16306443219717576,-2.950119733810425,0.07544660568237305,good
-0.001958034699782729,0.11545782536268234,0.00256925243712754,0.16691657894793765,0.06203637633412786,-0.11778195202350616,0.11445476114749908,polluted
-2.713105232032831e-06,0.015061601996421814,0.17872880799186802,12.549364813799414,0.09099501632582918,-14.546924591064453,0.011975785717368126,good
-0.002044555265456438,0.0996774211525917,-0.010032874912215856,0.2654715391605964,0.09377547309583137,-13.245536804199219,0.09864620864391327,polluted
0.00020881989621557295,0.07423831522464752,-0.03761345188169314,4.920800495678181,0.10743621351098098,-3.481675148010254,0.06474514305591583,good
-0.00015021866420283914,0.1643339842557907,-0.0008027171588186668,0.6276207280276833,0.085455275360894,-9.169084548950195,0.15938714146614075,polluted
-5.2196419630945456e-08,0.015804052352905273,-0.23578406048430542,21.325274153183074,0.14876918130239175,-25.746192932128906,0.011158225126564503,good
-1.090555997507181e-05,0.12992744147777557,-0.03187685786124898,0.6271185989181243,0.12484151804581185,-13.403677940368652,0.12718068063259125,polluted
-7.834127302430716e-08,0.06856144219636917,-0.005187230262184185,0.7227280158021245,0.1836029887425855,-4.080998420715332,0.06484631448984146,good
-6.530463724629954e-05,0.11394676566123962,-0.01330186027421558,1.911507893306875,0.10323701342839449,-6.093140602111816,0.1079055443406105,polluted
-3.1668253086536424e-07,0.1017853394150734,-0.01304899505049469,3.2863697268729206,0.05923508765396468,-30.222612380981445,0.0801338478922844,good
-0.0009855604730546474,0.11626214534044266,-0.05143576386729357,0.8689651360587654,0.12996607846881353,-17.296222686767578,0.11070211231708527,polluted
-1.5672209086048383e-09,0.033038824796676636,0.001006173976946754,4.081913138498607,0.3867925041773482,-52.05807876586914,0.02703619748353958,good
0.00012280960800126195,0.1135953962802887,-0.038961698590189595,1.2818060046630944,0.05031269855439274,-1.2806204557418823,0.1100970059633255,polluted
0.00020205682085361332,0.02157462202012539,-0.033248581583500206,9.44130615831398,0.2059501133786848,-11.264379501342773,0.021378137171268463,good
-1.1453948900452815e-05,0.07150298357009888,-0.19539813931896782,2.2223738279271537,0.18018809510067768,-16.199323654174805,0.05762792378664017,polluted
-2.1144902007108612e-07,0.047265294939279556,5.9869848968335504e-05,5.159048915400486,0.4253283087815462,-56.579673767089844,0.03906805440783501,good
4.892154174740426e-05,0.16097913682460785,0.11669686476191281,0.11881288463211215,0.04661863208996497,-7.555227279663086,0.14509695768356323,polluted
-5.390624835399649e-08,0.0284446869045496,-0.02236442215303687,6.919029888772627,0.22325338611928358,-40.29364013671875,0.025355923920869827,good
-2.1640149498125538e-05,0.007592707872390747,-0.12075843427559446,17.677101069636187,0.0683919422840175,-23.30328941345215,0.006086613051593304,polluted
-4.234962158733424e-09,0.008030242286622524,-0.6479111684840421,143.28066283980453,0.11264395278826396,-31.788066864013672,0.00590940099209547,good
0.0001102549213101156,0.15773159265518188,-0.010093747258776481,1.8575391983553908,0.05308712036773257,-5.716042518615723,0.12375179678201675,polluted
0.0014087852323427796,0.014869998209178448,-0.6656040145384299,36.644938337672976,0.08242225260263002,-19.225404739379883,0.014170844107866287,good
-1.7542671457704273e-06,0.020238308236002922,-0.014840517650023026,0.7148615065802582,0.07842322587650508,-25.297653198242188,0.019703878089785576,polluted
-0.0015137159498408437,0.018172690644860268,-4.21673569104149,629.1498802045365,0.07082062404410304,-14.739852905273438,0.012081395834684372,good
-8.350950224667031e-07,0.04173337295651436,-0.42331172115379423,7.08935017284881,0.11452027885426341,-27.41140365600586,0.02651761844754219,polluted
-0.005955718457698822,0.07607478648424149,-0.3096900746318293,13.96129642169483,0.12510526221489618,-6.907761573791504,0.05567239597439766,good
-8.350950224667031e-07,0.04173337295651436,-0.42331172115379423,7.08935017284881,0.11452027885426341,-27.41140365600586,0.02651761844754219,polluted
5.316413620448657e-08,0.08911678194999695,0.07085731774768046,9.460426422450135,0.2334569551384627,-40.2449951171875,0.05848995968699455,good
8.021287794690579e-05,0.05654197931289673,-0.0781916341022678,3.5424930902110727,0.07965340759903408,-14.76335334777832,0.04031188786029816,polluted
3.4911801094494876e-07,0.06203236058354378,0.051762622931807084,13.918459790759687,0.1262652403956752,-38.9512939453125,0.03886176273226738,good
-4.6790901819804276e-07,0.014051591977477074,0.012715163998866979,0.6131946977995457,0.07413649424127718,-18.288724899291992,0.013626211322844028,polluted
3.934247160941595e-06,0.015252625569701195,0.36874361675106504,12.211475248776306,0.11275923336828615,-17.455162048339844,0.011986631900072098,good
7.440233457600698e-05,0.0922214686870575,0.19834144259375563,8.413534311388993,0.23310279667422523,-5.289638996124268,0.0855213925242424,polluted
6.216118890733924e-06,0.09774389117956161,0.002143507689195491,0.2892193508145495,0.35056947608200456,-5.715672969818115,0.09359011054039001,good
5.730949396820506e-06,0.06257914006710052,0.07050897259669944,3.4596582865884047,0.17685532709307697,-15.95339584350586,0.05006558448076248,polluted
1.7296772512054304e-06,0.09033132344484329,0.04170867299773897,3.691282937211586,0.06058678470909107,-7.684783458709717,0.06864967197179794,good
4.398903286073619e-07,0.0900101512670517,0.041014251100098945,1.2150769645881923,0.1036344898463843,-20.763193130493164,0.08498602360486984,polluted
4.734176764031872e-05,0.026992937549948692,0.017313200109983076,3.6378841469783048,0.07005735627584367,-12.366671562194824,0.025439893826842308,good
-0.00045983519521541893,0.0992322564125061,-0.03133471445346247,3.5873202913649056,0.13162303581779058,-7.621858596801758,0.08739428967237473,polluted
-3.428686170536821e-07,0.0024248030968010426,0.016312477492749253,6.191984557697667,0.21795701655919442,-46.38656234741211,0.0018665142124518752,good
-0.0018857871182262897,0.15403436124324799,-0.027058816999060854,0.735921245254735,0.12895318766163189,-3.3562936782836914,0.14897213876247406,polluted
-0.00014405119873117656,0.07090425491333008,-0.04973553103743801,7.080331496158363,0.23502320302537652,-14.740865707397461,0.05990336462855339,good
-0.00011375604663044214,0.0836171954870224,0.04477340076723714,6.46270730942933,0.12802881248541034,-10.915069580078125,0.07682275027036667,polluted
-0.00035222311271354556,0.14338192343711853,-0.07186776412684336,2.705794618885797,0.19056762350221076,-8.3729887008667,0.11160514503717422,good
-3.855279373965459e-06,0.2218467742204666,0.0014030305532620304,0.9794350643101342,0.09431427270391027,-17.357524871826172,0.19233302772045135,polluted
2.873085395549424e-05,0.022271741181612015,-0.1764947031356107,76.03015779188183,0.3832462487573732,-21.520965576171875,0.016957269981503487,good
4.588406170569215e-07,0.0963626429438591,0.03181392134343283,1.3232618705640737,0.06858360628201898,-30.34817123413086,0.08168961107730865,polluted
0.0016918975161388516,0.0823349580168724,-0.0035094354363427063,0.05214088570206288,0.043162196360318844,-8.296990394592285,0.08109262585639954,good
-0.00010030477278633043,0.07343186438083649,-0.07401912711965922,0.6632100956802929,0.08182372655419808,-1.609832763671875,0.07284101843833923,polluted
4.448566848225255e-09,0.011285817250609398,-0.003112508262056352,0.3763442212631971,0.6019801308273794,-18.168148040771484,0.011136804707348347,good
-0.0008018430089578032,0.09373018890619278,-0.08319198840414307,5.426655748697305,0.0962151817988518,-20.934242248535156,0.06771285086870193,polluted
2.373490293194891e-09,0.01778799295425415,0.8932868846522568,94.49049292653898,0.1787613032217022,-27.813264846801758,0.011885784566402435,good
3.691793608595617e-06,0.133144348859787,0.03665844698824316,0.1122624830051202,0.17869077798084293,-13.473228454589844,0.127062126994133,polluted
